method,feature_id,kingdom,phylum,class,order,family,genus,factor_1,factor_2,factor_3,factor_4,factor_5
MEFISTO,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,1.198400053207784,0.0005818164553364001,3.1936897968387797e-06,-0.3056492829325161,-0.00018067804804735
MEFISTO,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Unknown_013,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Unknown_013,1.1701880895699577,-1.7836432062379245e-05,4.5129013194953e-06,0.00020861598655815,0.00044576737034525003
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,-1.5053813060743155,0.2297980118515245,0.2176373049295651,0.8486981534756417,-0.27598175145880455
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnobacterium,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnobacterium,0.4776128549610539,-0.1673714798061828,-0.0008172283587223,0.09711659602742966,1.1820422750833703
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,-0.9668760291514356,0.00018410739376785,-0.47731388205995917,0.412300022346619,1.3157631573261561
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Unknown_020,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Unknown_020,-1.5032563906611043,-0.0002461604455608,0.11118538321954795,0.7445466495341879,0.28410412478501423
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,-1.3140632343707028,-0.14812436749444305,-0.29098551826650015,0.2661865328324622,1.1671027967966747
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,-1.182803934408351,0.2510739949961235,-0.3702230770546059,0.25644280916510453,1.3381495174847675
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unknown_023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Unknown_023,-1.2385804918673573,0.5340672152954402,-0.38796199526326414,0.3575738168930209,1.388871921610439
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megasphaera,1.1641482541321464,-0.0001531117145675,9.673991271079235e-06,-0.0003453360416342,0.13062400617157396
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,0.00063077995544225,-0.7163235780554693,8.393167749308021e-05,1.0674837193916904,-1.7754647225485183
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,k__Bacteria,p__Firmicutes,c__Clostridia,o__Coriobacteriales,f__Coriobacteriaceae,g__Eggerthella,0.32042498883413495,1.3401785832435922,7.132815049637977e-05,0.42930705373081646,0.000142264975160532
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,-0.853787618953243,-1.4274052274897815,-0.00012129540530941234,0.0826457338565332,-0.3971569839448346
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,0.4053405492668586,0.12968914988708055,-1.1169962117016738,0.6738271106242311,-1.974514835294026
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Salmonella,1.163484574203681,-0.20003625235792766,-0.00033979873604124996,0.34852886458394444,-0.000224410675145
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unknown_042,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Unknown_042,0.0005302607316524999,0.38803811048357906,-1.1374238647006094,0.6623340133563376,-2.0197619617677662
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,-0.33690127670203174,-1.1731084361588582,0.00013444087556483314,1.1042959751161359,-1.034234980869727
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Unknown_045,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Unknown_045,1.2770472155182238,-0.0001850039988105,6.156869852936074e-05,0.000295745207139,-0.0001035667497422
MEFISTO,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Unknown_046,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Unknown_046,0.32712729413167907,-0.0105384338338568,0.0022108323057275503,-0.03786322260206585,1.1554666598767935
MEFISTO,k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39|f__|g__Unknown_047,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__Unknown_047,0.1904917155945298,0.00032734816247555003,-0.0029105161219201,0.00106746803987165,1.8507889037411493
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,0.113559450783494,0.157563102949697,-0.0229023438855448,0.0862824792306647,-0.12441153680945251
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,-0.09051251858419415,-0.1981632103707505,-0.03420424842903575,-0.0219381322385525,-0.253411305671451
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Unknown_005,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__Unknown_005,0.00439220934957465,-0.03733923386815895,-0.0326377624036994,-0.05922620414076915,0.07296639983476284
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Barnesiellaceae]|g__Unknown_006,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],g__Unknown_006,-0.0866190659355455,-0.06857364777425785,-0.287141480950944,-0.170973536370437,0.0276560032036961
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae]|g__Butyricimonas,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Butyricimonas,-0.00185001507598035,-0.06892794975609276,-0.0939024312094574,-0.075494265547952,0.01738462307978885
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__Paraprevotella,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__Paraprevotella,-0.00712634171407145,-0.0892724536460313,-0.05313129376403305,-0.07991298861382751,-0.03976059257394205
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,0.101026024175402,0.0378044521553755,0.0222909255898012,-0.08429147944756016,-0.0114162971755654
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Unknown_010,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Unknown_010,0.09723387916141425,0.02851752338333605,0.01438476630764825,-0.09113495236884925,0.013710842802869449
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,0.132668392787967,0.336078549376021,0.02116606062800195,0.081265262073136,-0.11618421946196
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,0.143731609613534,0.30519015684941597,0.0051647044870699,0.05749869858896495,-0.0594416886153401
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,0.04814032242137885,0.05763184973347015,-0.00720896803509465,-0.045363708543267295,-0.00335309041284895
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Unknown_013,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Unknown_013,0.03444432014013415,0.0563804174227602,0.0275609476957777,-0.005386632482798,0.013570536019556649
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,-0.13083983473765398,0.0138839552337254,0.10028475300450404,0.2338993811029345,-0.040325632237270995
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnobacterium,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnobacterium,-0.0860554910848933,-0.050858720293638054,-0.06135750557613405,-0.019542224763540297,0.0935389946522946
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,-0.1876554038810915,0.01087056643558005,-0.010233241866206048,0.13773724358532902,0.15473063456317598
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Unknown_020,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Unknown_020,-0.17736015086713652,-0.0102041040603704,0.08281030216136989,0.22746119770748952,0.0173429329170465
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,-0.23093593400894802,-0.019163094149822202,-0.139707338881353,0.141008152457826,0.1118069925400195
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,-0.21591533025988352,0.07065720966323585,-0.0533567650183667,0.1335610812168505,0.1339693342675315
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unknown_023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Unknown_023,-0.21533700805483802,0.082850235417828,-0.074943057447205,0.18390179389573852,0.11501429796485099
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megasphaera,0.03919398228330345,0.0618831185957599,0.02131909212527485,0.02213319640607895,-0.150936867761719
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,0.12227102241627,-0.140772973227758,0.23953237979346598,0.0564061964677472,-0.138866402649227
TEMPTED,k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,k__Bacteria,p__Firmicutes,c__Clostridia,o__Coriobacteriales,f__Coriobacteriaceae,g__Eggerthella,0.00567827128037665,0.246993288307641,0.0245114645568225,0.0864948902372603,0.03489704511272385
TEMPTED,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,-0.152468153257669,-0.243362941861991,-0.0248435295812012,0.059593955421797754,-0.190193260883383
TEMPTED,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,0.17224096623311402,0.03212785090676165,0.17175811935677548,-0.02062066350993455,-0.1193354293892975
TEMPTED,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Salmonella,0.0966205512089307,-0.0129592630694692,0.0699458139255068,-0.03963812053175625,-0.012287430898204
TEMPTED,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unknown_042,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Unknown_042,0.20319700033133048,0.060926337089159954,0.180258127921157,-0.021276868703431047,-0.1171341117657825
TEMPTED,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,-0.01153396870863865,-0.16203993048867799,0.2020912996431255,0.0815770843552962,-0.113046767409612
TEMPTED,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Unknown_045,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Unknown_045,0.0377541749670783,-0.0196494722164031,0.0066414546384316,-0.0483600035782004,0.0142938371228248
TEMPTED,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Unknown_046,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Unknown_046,0.02193856073920855,-0.032560804828993956,-0.02162843782308135,-0.0576097794192303,0.0416836240350174
TEMPTED,k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39|f__|g__Unknown_047,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__Unknown_047,-0.0050451703403513,-0.0127933253370171,-0.08344429194755446,-0.07286185283478519,0.0778380158088437
