split_run,batch,set,subject_id
20260809_183835,batch_002,test,E024240
20260809_183835,batch_002,test,E025671
20260809_183835,batch_002,test,E025921
20260809_183835,batch_002,test,E034324
20260809_183835,batch_002,test,E034885
20260809_183835,batch_002,test,P000648
20260809_183835,batch_002,test,P004230
20260809_183835,batch_002,test,P004946
20260809_183835,batch_002,test,P005135
20260809_183835,batch_002,test,P006035
20260809_183835,batch_002,test,P008543
20260809_183835,batch_002,test,P009746
20260809_183835,batch_002,test,P010096
20260809_183835,batch_002,test,P011207
20260809_183835,batch_002,test,P014605
20260809_183835,batch_002,test,P015091
20260809_183835,batch_002,test,P016803
20260809_183835,batch_002,test,P017743
20260809_183835,batch_002,test,P019854
20260809_183835,batch_002,test,P019980
20260809_183835,batch_002,test,P020604
20260809_183835,batch_002,test,P020631
20260809_183835,batch_002,test,P020861
20260809_183835,batch_002,test,P021772
20260809_183835,batch_002,test,P022130
20260809_183835,batch_002,test,P022384
20260809_183835,batch_002,test,T000461
20260809_183835,batch_002,test,T002534
20260809_183835,batch_002,test,T003745
20260809_183835,batch_002,test,T008025
20260809_183835,batch_002,test,T009280
20260809_183835,batch_002,test,T012121
20260809_183835,batch_002,test,T012374
20260809_183835,batch_002,test,T012977
20260809_183835,batch_002,test,T013832
20260809_183835,batch_002,test,T014197
20260809_183835,batch_002,test,T014806
20260809_183835,batch_002,test,T014827
20260809_183835,batch_002,test,T017394
20260809_183835,batch_002,test,T017419
20260809_183835,batch_002,test,T019021
20260809_183835,batch_002,test,T019850
20260809_183835,batch_002,test,T019852
20260809_183835,batch_002,test,T021076
20260809_183835,batch_002,test,T024121
20260809_183835,batch_002,test,T028029
20260809_183835,batch_002,test,T029687
20260809_183835,batch_003,train,E002338
20260809_183835,batch_003,train,E002473
20260809_183835,batch_003,train,E003393
20260809_183835,batch_003,train,E005804
20260809_183835,batch_003,train,E006871
20260809_183835,batch_003,train,E007303
20260809_183835,batch_003,train,E007980
20260809_183835,batch_003,train,E008241
20260809_183835,batch_003,train,E008437
20260809_183835,batch_003,train,E008643
20260809_183835,batch_003,train,E009020
20260809_183835,batch_003,train,E009676
20260809_183835,batch_003,train,E011183
20260809_183835,batch_003,train,E012115
20260809_183835,batch_003,train,E012124
20260809_183835,batch_003,train,E012393
20260809_183835,batch_003,train,E012971
20260809_183835,batch_003,train,E013394
20260809_183835,batch_003,train,E014953
20260809_183835,batch_003,train,E015208
20260809_183835,batch_003,train,E015378
20260809_183835,batch_003,train,E016148
20260809_183835,batch_003,train,E016681
20260809_183835,batch_003,train,E016870
20260809_183835,batch_003,train,E017049
20260809_183835,batch_003,train,E017715
20260809_183835,batch_003,train,E018574
20260809_183835,batch_003,train,E019160
20260809_183835,batch_003,train,E019187
20260809_183835,batch_003,train,E019349
20260809_183835,batch_003,train,E020682
20260809_183835,batch_003,train,E020781
20260809_183835,batch_003,train,E020808
20260809_183835,batch_003,train,E022083
20260809_183835,batch_003,train,E023535
20260809_183835,batch_003,train,E023681
20260809_183835,batch_003,train,E024240
20260809_183835,batch_003,train,E025671
20260809_183835,batch_003,train,E025912
20260809_183835,batch_003,train,E025921
20260809_183835,batch_003,train,E029310
20260809_183835,batch_003,train,E030828
20260809_183835,batch_003,train,E030933
20260809_183835,batch_003,train,E031941
20260809_183835,batch_003,train,E032745
20260809_183835,batch_003,train,E033156
20260809_183835,batch_003,train,E034324
20260809_183835,batch_003,train,E034885
20260809_183835,batch_003,train,P000648
20260809_183835,batch_003,train,P000675
20260809_183835,batch_003,train,P000756
20260809_183835,batch_003,train,P001307
20260809_183835,batch_003,train,P001363
20260809_183835,batch_003,train,P003173
20260809_183835,batch_003,train,P003435
20260809_183835,batch_003,train,P003558
20260809_183835,batch_003,train,P004113
20260809_183835,batch_003,train,P004847
20260809_183835,batch_003,train,P004946
20260809_183835,batch_003,train,P005135
20260809_183835,batch_003,train,P005279
20260809_183835,batch_003,train,P005342
20260809_183835,batch_003,train,P005558
20260809_183835,batch_003,train,P006035
20260809_183835,batch_003,train,P007649
20260809_183835,batch_003,train,P007857
20260809_183835,batch_003,train,P008119
20260809_183835,batch_003,train,P008633
20260809_183835,batch_003,train,P008939
20260809_183835,batch_003,train,P009219
20260809_183835,batch_003,train,P009746
20260809_183835,batch_003,train,P010096
20260809_183835,batch_003,train,P010313
20260809_183835,batch_003,train,P010936
20260809_183835,batch_003,train,P011207
20260809_183835,batch_003,train,P013823
20260809_183835,batch_003,train,P013960
20260809_183835,batch_003,train,P014605
20260809_183835,batch_003,train,P014713
20260809_183835,batch_003,train,P015091
20260809_183835,batch_003,train,P015163
20260809_183835,batch_003,train,P016497
20260809_183835,batch_003,train,P016803
20260809_183835,batch_003,train,P017255
20260809_183835,batch_003,train,P017671
20260809_183835,batch_003,train,P018832
20260809_183835,batch_003,train,P019222
20260809_183835,batch_003,train,P019475
20260809_183835,batch_003,train,P019980
20260809_183835,batch_003,train,P020604
20260809_183835,batch_003,train,P020631
20260809_183835,batch_003,train,P020799
20260809_183835,batch_003,train,P021772
20260809_183835,batch_003,train,P022130
20260809_183835,batch_003,train,P022384
20260809_183835,batch_003,train,P023918
20260809_183835,batch_003,train,T000272
20260809_183835,batch_003,train,T000461
20260809_183835,batch_003,train,T003353
20260809_183835,batch_003,train,T003745
20260809_183835,batch_003,train,T004341
20260809_183835,batch_003,train,T005507
20260809_183835,batch_003,train,T005643
20260809_183835,batch_003,train,T005999
20260809_183835,batch_003,train,T006288
20260809_183835,batch_003,train,T007404
20260809_183835,batch_003,train,T007748
20260809_183835,batch_003,train,T008025
20260809_183835,batch_003,train,T008246
20260809_183835,batch_003,train,T008631
20260809_183835,batch_003,train,T009275
20260809_183835,batch_003,train,T009717
20260809_183835,batch_003,train,T009909
20260809_183835,batch_003,train,T010520
20260809_183835,batch_003,train,T010532
20260809_183835,batch_003,train,T011454
20260809_183835,batch_003,train,T011676
20260809_183835,batch_003,train,T012121
20260809_183835,batch_003,train,T012312
20260809_183835,batch_003,train,T012374
20260809_183835,batch_003,train,T012389
20260809_183835,batch_003,train,T012977
20260809_183835,batch_003,train,T012983
20260809_183835,batch_003,train,T013431
20260809_183835,batch_003,train,T013832
20260809_183835,batch_003,train,T014197
20260809_183835,batch_003,train,T014575
20260809_183835,batch_003,train,T014800
20260809_183835,batch_003,train,T014806
20260809_183835,batch_003,train,T016548
20260809_183835,batch_003,train,T016811
20260809_183835,batch_003,train,T016812
20260809_183835,batch_003,train,T016834
20260809_183835,batch_003,train,T017419
20260809_183835,batch_003,train,T019031
20260809_183835,batch_003,train,T019852
20260809_183835,batch_003,train,T019853
20260809_183835,batch_003,train,T021076
20260809_183835,batch_003,train,T022883
20260809_183835,batch_003,train,T023390
20260809_183835,batch_003,train,T023909
20260809_183835,batch_003,train,T024121
20260809_183835,batch_003,train,T025415
20260809_183835,batch_003,train,T026211
20260809_183835,batch_003,train,T028183
20260809_183835,batch_003,train,T029687
20260809_183835,batch_003,test,E002681
20260809_183835,batch_003,test,E004071
20260809_183835,batch_003,test,E004080
20260809_183835,batch_003,test,E004781
20260809_183835,batch_003,test,E004934
20260809_183835,batch_003,test,E007743
20260809_183835,batch_003,test,E008357
20260809_183835,batch_003,test,E009667
20260809_183835,batch_003,test,E011459
20260809_183835,batch_003,test,E012678
20260809_183835,batch_003,test,E015991
20260809_183835,batch_003,test,E016444
20260809_183835,batch_003,test,E018421
20260809_183835,batch_003,test,E019793
20260809_183835,batch_003,test,E022960
20260809_183835,batch_003,test,E023705
20260809_183835,batch_003,test,E023839
20260809_183835,batch_003,test,E024646
20260809_183835,batch_003,test,E026343
20260809_183835,batch_003,test,E029796
20260809_183835,batch_003,test,E033036
20260809_183835,batch_003,test,P003191
20260809_183835,batch_003,test,P004230
20260809_183835,batch_003,test,P006862
20260809_183835,batch_003,test,P007550
20260809_183835,batch_003,test,P008543
20260809_183835,batch_003,test,P008579
20260809_183835,batch_003,test,P008723
20260809_183835,batch_003,test,P009291
20260809_183835,batch_003,test,P009880
20260809_183835,batch_003,test,P010322
20260809_183835,batch_003,test,P011108
20260809_183835,batch_003,test,P013454
20260809_183835,batch_003,test,P013701
20260809_183835,batch_003,test,P014839
20260809_183835,batch_003,test,P016574
20260809_183835,batch_003,test,P017743
20260809_183835,batch_003,test,P019854
20260809_183835,batch_003,test,P020861
20260809_183835,batch_003,test,P021343
20260809_183835,batch_003,test,P022222
20260809_183835,batch_003,test,P026562
20260809_183835,batch_003,test,T000094
20260809_183835,batch_003,test,T002534
20260809_183835,batch_003,test,T003355
20260809_183835,batch_003,test,T003950
20260809_183835,batch_003,test,T006266
20260809_183835,batch_003,test,T007750
20260809_183835,batch_003,test,T008247
20260809_183835,batch_003,test,T009280
20260809_183835,batch_003,test,T012138
20260809_183835,batch_003,test,T013828
20260809_183835,batch_003,test,T014801
20260809_183835,batch_003,test,T014827
20260809_183835,batch_003,test,T016234
20260809_183835,batch_003,test,T017394
20260809_183835,batch_003,test,T018343
20260809_183835,batch_003,test,T019021
20260809_183835,batch_003,test,T019850
20260809_183835,batch_003,test,T020231
20260809_183835,batch_003,test,T021613
20260809_183835,batch_003,test,T028029
20260809_183835,batch_003,test,T029922
20260809_183835,batch_004,train,E002338
20260809_183835,batch_004,train,E002473
20260809_183835,batch_004,train,E002681
20260809_183835,batch_004,train,E003393
20260809_183835,batch_004,train,E004080
20260809_183835,batch_004,train,E004781
20260809_183835,batch_004,train,E005804
20260809_183835,batch_004,train,E007303
20260809_183835,batch_004,train,E007743
20260809_183835,batch_004,train,E008241
20260809_183835,batch_004,train,E008357
20260809_183835,batch_004,train,E008437
20260809_183835,batch_004,train,E008643
20260809_183835,batch_004,train,E009020
20260809_183835,batch_004,train,E009667
20260809_183835,batch_004,train,E009676
20260809_183835,batch_004,train,E011183
20260809_183835,batch_004,train,E012115
20260809_183835,batch_004,train,E012124
20260809_183835,batch_004,train,E012393
20260809_183835,batch_004,train,E012678
20260809_183835,batch_004,train,E015378
20260809_183835,batch_004,train,E015991
20260809_183835,batch_004,train,E016148
20260809_183835,batch_004,train,E016444
20260809_183835,batch_004,train,E016681
20260809_183835,batch_004,train,E017049
20260809_183835,batch_004,train,E017715
20260809_183835,batch_004,train,E018574
20260809_183835,batch_004,train,E019160
20260809_183835,batch_004,train,E019187
20260809_183835,batch_004,train,E019793
20260809_183835,batch_004,train,E020682
20260809_183835,batch_004,train,E020781
20260809_183835,batch_004,train,E020808
20260809_183835,batch_004,train,E022083
20260809_183835,batch_004,train,E022960
20260809_183835,batch_004,train,E023535
20260809_183835,batch_004,train,E023839
20260809_183835,batch_004,train,E024240
20260809_183835,batch_004,train,E024646
20260809_183835,batch_004,train,E025912
20260809_183835,batch_004,train,E025921
20260809_183835,batch_004,train,E026343
20260809_183835,batch_004,train,E030828
20260809_183835,batch_004,train,E032745
20260809_183835,batch_004,train,E033036
20260809_183835,batch_004,train,E034324
20260809_183835,batch_004,train,P000756
20260809_183835,batch_004,train,P001307
20260809_183835,batch_004,train,P003173
20260809_183835,batch_004,train,P003191
20260809_183835,batch_004,train,P003435
20260809_183835,batch_004,train,P003558
20260809_183835,batch_004,train,P004230
20260809_183835,batch_004,train,P005135
20260809_183835,batch_004,train,P005342
20260809_183835,batch_004,train,P005558
20260809_183835,batch_004,train,P006862
20260809_183835,batch_004,train,P007550
20260809_183835,batch_004,train,P007857
20260809_183835,batch_004,train,P008119
20260809_183835,batch_004,train,P008543
20260809_183835,batch_004,train,P008579
20260809_183835,batch_004,train,P008633
20260809_183835,batch_004,train,P008723
20260809_183835,batch_004,train,P008939
20260809_183835,batch_004,train,P009291
20260809_183835,batch_004,train,P009880
20260809_183835,batch_004,train,P010313
20260809_183835,batch_004,train,P011108
20260809_183835,batch_004,train,P011207
20260809_183835,batch_004,train,P013454
20260809_183835,batch_004,train,P013701
20260809_183835,batch_004,train,P013823
20260809_183835,batch_004,train,P013960
20260809_183835,batch_004,train,P014605
20260809_183835,batch_004,train,P014839
20260809_183835,batch_004,train,P015091
20260809_183835,batch_004,train,P016497
20260809_183835,batch_004,train,P016574
20260809_183835,batch_004,train,P016803
20260809_183835,batch_004,train,P017255
20260809_183835,batch_004,train,P017671
20260809_183835,batch_004,train,P018832
20260809_183835,batch_004,train,P019475
20260809_183835,batch_004,train,P019854
20260809_183835,batch_004,train,P019980
20260809_183835,batch_004,train,P020604
20260809_183835,batch_004,train,P020799
20260809_183835,batch_004,train,P020861
20260809_183835,batch_004,train,P021343
20260809_183835,batch_004,train,P021772
20260809_183835,batch_004,train,P022130
20260809_183835,batch_004,train,P022222
20260809_183835,batch_004,train,P026562
20260809_183835,batch_004,train,T000272
20260809_183835,batch_004,train,T002534
20260809_183835,batch_004,train,T003353
20260809_183835,batch_004,train,T003745
20260809_183835,batch_004,train,T003950
20260809_183835,batch_004,train,T004341
20260809_183835,batch_004,train,T005643
20260809_183835,batch_004,train,T005999
20260809_183835,batch_004,train,T006266
20260809_183835,batch_004,train,T006288
20260809_183835,batch_004,train,T007404
20260809_183835,batch_004,train,T007748
20260809_183835,batch_004,train,T007750
20260809_183835,batch_004,train,T008025
20260809_183835,batch_004,train,T008246
20260809_183835,batch_004,train,T008247
20260809_183835,batch_004,train,T008631
20260809_183835,batch_004,train,T009275
20260809_183835,batch_004,train,T009280
20260809_183835,batch_004,train,T009717
20260809_183835,batch_004,train,T010520
20260809_183835,batch_004,train,T012138
20260809_183835,batch_004,train,T012374
20260809_183835,batch_004,train,T012389
20260809_183835,batch_004,train,T012983
20260809_183835,batch_004,train,T013431
20260809_183835,batch_004,train,T013832
20260809_183835,batch_004,train,T014197
20260809_183835,batch_004,train,T014801
20260809_183835,batch_004,train,T014806
20260809_183835,batch_004,train,T016234
20260809_183835,batch_004,train,T016548
20260809_183835,batch_004,train,T016812
20260809_183835,batch_004,train,T016834
20260809_183835,batch_004,train,T017394
20260809_183835,batch_004,train,T017419
20260809_183835,batch_004,train,T018343
20260809_183835,batch_004,train,T019021
20260809_183835,batch_004,train,T019031
20260809_183835,batch_004,train,T019852
20260809_183835,batch_004,train,T020231
20260809_183835,batch_004,train,T021076
20260809_183835,batch_004,train,T021613
20260809_183835,batch_004,train,T022883
20260809_183835,batch_004,train,T023390
20260809_183835,batch_004,train,T024121
20260809_183835,batch_004,train,T025415
20260809_183835,batch_004,train,T028029
20260809_183835,batch_004,train,T029687
20260809_183835,batch_004,train,T029922
20260809_183835,batch_004,test,E004071
20260809_183835,batch_004,test,E004934
20260809_183835,batch_004,test,E006871
